16,2,9,33
16,2,10,33
16,2,11,33
16,2,12,33
16,2,13,33
16,2,14,33
16,2,15,33
16,2,16,33
16,2,17,33
16,2,18,33
16,2,19,33
16,2,20,33
16,2,21,33
16,2,22,33
16,2,23,33
16,2,24,33
16,2,25,33
16,2,26,33
16,2,27,33
16,2,28,33
16,2,29,33
16,2,30,33
16,2,31,33
16,2,32,33
33,26,1,33
33,26,2,33
33,26,3,33
33,26,4,33
33,26,5,33
33,26,6,33
33,26,7,33
33,26,8,33
33,26,9,33
33,26,10,33
33,26,11,33
33,26,12,33
33,26,13,33
33,26,14,33
33,26,15,33
33,26,16,33
33,26,17,33
33,26,18,33
33,26,19,33
33,26,20,33
33,26,21,33
33,26,22,33
33,26,23,33
33,26,24,33
33,26,25,33
33,26,26,33
33,26,27,33
33,26,28,33
33,26,29,33
33,26,30,33
33,26,31,33
33,26,32,33
24,1,1,33
24,1,2,33
24,1,3,33
24,1,4,33
24,1,5,33
24,1,6,33
24,1,7,33
24,1,8,33
24,1,9,33
24,1,10,33
24,1,11,33
24,1,12,33
24,1,13,33
24,1,14,33
24,1,15,33
24,1,16,33
24,1,17,33
24,1,18,33
24,1,19,33
24,1,20,33
24,1,21,33
24,1,22,33
24,1,23,33
24,1,24,33
24,1,25,33
24,1,26,33
24,1,27,33
24,1,28,33
24,1,29,33
24,1,30,33
24,1,31,33
24,1,32,33
12,6,1,33
12,6,2,33
12,6,3,33
12,6,4,33
12,6,5,33
12,6,6,33
12,6,7,33
12,6,8,33
12,6,9,33
12,6,10,33
12,6,11,33
12,6,12,33
12,6,13,33
12,6,14,33
12,6,15,33
12,6,16,33
12,6,17,33
12,6,18,33
12,6,19,33
12,6,20,33
12,6,21,33
12,6,22,33
12,6,23,33
12,6,24,33
12,6,25,33
12,6,26,33
12,6,27,33
12,6,28,33
12,6,29,33
12,6,30,33
12,6,31,33
12,6,32,33
11,6,1,33
11,6,2,33
11,6,3,33
11,6,4,33
11,6,5,33
11,6,6,33
11,6,7,33
11,6,8,33
11,6,9,33
11,6,10,33
11,6,11,33
11,6,12,33
11,6,13,33
11,6,14,33
11,6,15,33
11,6,16,33
11,6,17,33
11,6,18,33
11,6,19,33
11,6,20,33
11,6,21,33
11,6,22,33
11,6,23,33
11,6,24,33
11,6,25,33
11,6,26,33
11,6,27,33
11,6,28,33
11,6,29,33
11,6,30,33
11,6,31,33
11,6,32,33
10,6,1,33
10,6,2,33
10,6,3,33
10,6,4,33
10,6,5,33
10,6,6,33
10,6,7,33
10,6,8,33
10,6,9,33
10,6,10,33
10,6,11,33
10,6,12,33
10,6,13,33
10,6,14,33
10,6,15,33
10,6,16,33
10,6,17,33
10,6,18,33
10,6,19,33
10,6,20,33
10,6,21,33
10,6,22,33
10,6,23,33
10,6,24,33
10,6,25,33
10,6,26,33
10,6,27,33
10,6,28,33
10,6,29,33
10,6,30,33
10,6,31,33
10,6,32,33
7,2,1,33
7,2,2,33
7,2,3,33
7,2,4,33
7,2,5,33
7,2,6,33
7,2,7,33
7,2,8,33
7,2,9,33
7,2,10,33
7,2,11,33
7,2,12,33
7,2,13,33
7,2,14,33
7,2,15,33
7,2,16,33
7,2,17,33
7,2,18,33
7,2,19,33
7,2,20,33
7,2,21,33
7,2,22,33
7,2,23,33
7,2,24,33
7,2,25,33
7,2,26,33
7,2,27,33
7,2,28,33
7,2,29,33
7,2,30,33
7,2,31,33
7,2,32,33
33,31,1,33
33,31,2,33
33,31,3,33
33,31,4,33
33,31,5,33
33,31,6,33
33,31,7,33
33,31,8,33
33,31,9,33
33,31,10,33
33,31,11,33
33,31,12,33
33,31,13,33
33,31,14,33
33,31,15,33
33,31,16,33
33,31,17,33
33,31,18,33
33,31,19,33
33,31,20,33
33,31,21,33
33,31,22,33
33,31,23,33
33,31,24,33
33,31,25,33
33,31,26,33
33,31,27,33
33,31,28,33
33,31,29,33
33,31,30,33
33,31,31,33
33,31,32,33
5,1,1,33
5,1,2,33
5,1,3,33
5,1,4,33
5,1,5,33
5,1,6,33
5,1,7,33
5,1,8,33
5,1,9,33
5,1,10,33
5,1,11,33
5,1,12,33
5,1,13,33
5,1,14,33
5,1,15,33
5,1,16,33
5,1,17,33
5,1,18,33
5,1,19,33
5,1,20,33
5,1,21,33
5,1,22,33
5,1,23,33
5,1,24,33
5,1,25,33
5,1,26,33
5,1,27,33
5,1,28,33
5,1,29,33
5,1,30,33
5,1,31,33
5,1,32,33
17,2,1,33
17,2,2,33
17,2,3,33
17,2,4,33
17,2,5,33
17,2,6,33
17,2,7,33
17,2,8,33
17,2,9,33
17,2,10,33
17,2,11,33
17,2,12,33
17,2,13,33
17,2,14,33
17,2,15,33
17,2,16,33
17,2,17,33
17,2,18,33
17,2,19,33
17,2,20,33
17,2,21,33
17,2,22,33
17,2,23,33
17,2,24,33
17,2,25,33
17,2,26,33
17,2,27,33
17,2,28,33
17,2,29,33
17,2,30,33
17,2,31,33
17,2,32,33
15,1,1,33
15,1,2,33
15,1,3,33
15,1,4,33
15,1,5,33
15,1,6,33
15,1,7,33
15,1,8,33
15,1,9,33
15,1,10,33
15,1,11,33
15,1,12,33
15,1,13,33
15,1,14,33
15,1,15,33
15,1,16,33
15,1,17,33
15,1,18,33
15,1,19,33
15,1,20,33
15,1,21,33
15,1,22,33
15,1,23,33
15,1,24,33
15,1,25,33
15,1,26,33
15,1,27,33
15,1,28,33
15,1,29,33
15,1,30,33
15,1,31,33
15,1,32,33
7,3,1,33
7,3,2,33
7,3,3,33
7,3,4,33
7,3,5,33
7,3,6,33
7,3,7,33
7,3,8,33
7,3,9,33
7,3,10,33
7,3,11,33
7,3,12,33
7,3,13,33
7,3,14,33
7,3,15,33
7,3,16,33
7,3,17,33
7,3,18,33
7,3,19,33
7,3,20,33
7,3,21,33
7,3,22,33
7,3,23,33
7,3,24,33
7,3,25,33
7,3,26,33
7,3,27,33
7,3,28,33
7,3,29,33
7,3,30,33
7,3,31,33
7,3,32,33
13,7,1,33
13,7,2,33
13,7,3,33
13,7,4,33
13,7,5,33
13,7,6,33
13,7,7,33
13,7,8,33
13,7,9,33
13,7,10,33
13,7,11,33
13,7,12,33
13,7,13,33
13,7,14,33
13,7,15,33
13,7,16,33
13,7,17,33
13,7,18,33
13,7,19,33
13,7,20,33
13,7,21,33
13,7,22,33
13,7,23,33
13,7,24,33
13,7,25,33
13,7,26,33
13,7,27,33
13,7,28,33
13,7,29,33
13,7,30,33
13,7,31,33
13,7,32,33
21,6,1,33
21,6,2,33
21,6,3,33
21,6,4,33
21,6,5,33
21,6,6,33
21,6,7,33
21,6,8,33
21,6,9,33
21,6,10,33
21,6,11,33
21,6,12,33
21,6,13,33
21,6,14,33
21,6,15,33
21,6,16,33
21,6,17,33
21,6,18,33
21,6,19,33
21,6,20,33
21,6,21,33
21,6,22,33
21,6,23,33
21,6,24,33
21,6,25,33
21,6,26,33
21,6,27,33
21,6,28,33
21,6,29,33
21,6,30,33
21,6,31,33
21,6,32,33
22,6,1,33
22,6,2,33
22,6,3,33
22,6,4,33
22,6,5,33
22,6,6,33
22,6,7,33
22,6,8,33
22,6,9,33
22,6,10,33
22,6,11,33
22,6,12,33
22,6,13,33
22,6,14,33
22,6,15,33
22,6,16,33
22,6,17,33
22,6,18,33
22,6,19,33
22,6,20,33
22,6,21,33
22,6,22,33
22,6,23,33
22,6,24,33
22,6,25,33
22,6,26,33
22,6,27,33
22,6,28,33
22,6,29,33
22,6,30,33
22,6,31,33
22,6,32,33
13,8,1,33
13,8,2,33
13,8,3,33
13,8,4,33
13,8,5,33
13,8,6,33
13,8,7,33
13,8,8,33
13,8,9,33
13,8,10,33
13,8,11,33
13,8,12,33
13,8,13,33
13,8,14,33
13,8,15,33
13,8,16,33
13,8,17,33
13,8,18,33
13,8,19,33
13,8,20,33
13,8,21,33
13,8,22,33
13,8,23,33
13,8,24,33
13,8,25,33
13,8,26,33
13,8,27,33
13,8,28,33
13,8,29,33
13,8,30,33
13,8,31,33
13,8,32,33
9,5,1,33
9,5,2,33
9,5,3,33
9,5,4,33
9,5,5,33
9,5,6,33
9,5,7,33
9,5,8,33
9,5,9,33
9,5,10,33
9,5,11,33
9,5,12,33
9,5,13,33
9,5,14,33
9,5,15,33
9,5,16,33
9,5,17,33
9,5,18,33
9,5,19,33
9,5,20,33
9,5,21,33
9,5,22,33
9,5,23,33
9,5,24,33
9,5,25,33
9,5,26,33
9,5,27,33
9,5,28,33
9,5,29,33
9,5,30,33
9,5,31,33
9,5,32,33
19,5,1,33
19,5,2,33
19,5,3,33
19,5,4,33
19,5,5,33
19,5,6,33
19,5,7,33
19,5,8,33
19,5,9,33
19,5,10,33
19,5,11,33
19,5,12,33
19,5,13,33
19,5,14,33
19,5,15,33
19,5,16,33
19,5,17,33
19,5,18,33
19,5,19,33
19,5,20,33
19,5,21,33
19,5,22,33
19,5,23,33
19,5,24,33
19,5,25,33
19,5,26,33
19,5,27,33
19,5,28,33
19,5,29,33
19,5,30,33
19,5,31,33
19,5,32,33
23,1,1,33
23,1,2,33
23,1,3,33
23,1,4,33
23,1,5,33
23,1,6,33
23,1,7,33
23,1,8,33
23,1,9,33
23,1,10,33
23,1,11,33
23,1,12,33
23,1,13,33
23,1,14,33
23,1,15,33
23,1,16,33
23,1,17,33
23,1,18,33
23,1,19,33
23,1,20,33
23,1,21,33
23,1,22,33
23,1,23,33
23,1,24,33
23,1,25,33
23,1,26,33
23,1,27,33
23,1,28,33
23,1,29,33
23,1,30,33
23,1,31,33
23,1,32,33
30,1,1,33
30,1,2,33
30,1,3,33
30,1,4,33
30,1,5,33
30,1,6,33
30,1,7,33
30,1,8,33
30,1,9,33
30,1,10,33
30,1,11,33
30,1,12,33
30,1,13,33
30,1,14,33
30,1,15,33
30,1,16,33
30,1,17,33
30,1,18,33
30,1,19,33
30,1,20,33
30,1,21,33
30,1,22,33
30,1,23,33
30,1,24,33
30,1,25,33
30,1,26,33
30,1,27,33
30,1,28,33
30,1,29,33
30,1,30,33
30,1,31,33
30,1,32,33
18,3,1,33
18,3,2,33
18,3,3,33
18,3,4,33
18,3,5,33
18,3,6,33
18,3,7,33
18,3,8,33
18,3,9,33
18,3,10,33
18,3,11,33
18,3,12,33
18,3,13,33
18,3,14,33
18,3,15,33
18,3,16,33
18,3,17,33
18,3,18,33
18,3,19,33
18,3,20,33
18,3,21,33
18,3,22,33
18,3,23,33
18,3,24,33
18,3,25,33
18,3,26,33
18,3,27,33
18,3,28,33
18,3,29,33
18,3,30,33
18,3,31,33
18,3,32,33
4,1,1,33
4,1,2,33
4,1,3,33
4,1,4,33
4,1,5,33
4,1,6,33
4,1,7,33
4,1,8,33
4,1,9,33
4,1,10,33
4,1,11,33
4,1,12,33
4,1,13,33
4,1,14,33
4,1,15,33
4,1,16,33
4,1,17,33
4,1,18,33
4,1,19,33
4,1,20,33
4,1,21,33
4,1,22,33
4,1,23,33
4,1,24,33
4,1,25,33
4,1,26,33
4,1,27,33
4,1,28,33
4,1,29,33
4,1,30,33
4,1,31,33
4,1,32,33
20,6,1,33
20,6,2,33
20,6,3,33
20,6,4,33
20,6,5,33
20,6,6,33
20,6,7,33
20,6,8,33
20,6,9,33
20,6,10,33
20,6,11,33
20,6,12,33
20,6,13,33
20,6,14,33
20,6,15,33
20,6,16,33
20,6,17,33
20,6,18,33
20,6,19,33
20,6,20,33
20,6,21,33
20,6,22,33
20,6,23,33
20,6,24,33
20,6,25,33
20,6,26,33
20,6,27,33
20,6,28,33
20,6,29,33
20,6,30,33
20,6,31,33
20,6,32,33
18,14,1,33
18,14,2,33
18,14,3,33
18,14,4,33
18,14,5,33
18,14,6,33
18,14,7,33
18,14,8,33
18,14,9,33
18,14,10,33
18,14,11,33
18,14,12,33
18,14,13,33
18,14,14,33
18,14,15,33
18,14,16,33
18,14,17,33
18,14,18,33
18,14,19,33
18,14,20,33
18,14,21,33
18,14,22,33
18,14,23,33
18,14,24,33
18,14,25,33
18,14,26,33
18,14,27,33
18,14,28,33
18,14,29,33
18,14,30,33
18,14,31,33
18,14,32,33
27,3,1,33
27,3,2,33
27,3,3,33
27,3,4,33
27,3,5,33
27,3,6,33
27,3,7,33
27,3,8,33
27,3,9,33
27,3,10,33
27,3,11,33
27,3,12,33
27,3,13,33
27,3,14,33
27,3,15,33
27,3,16,33
27,3,17,33
27,3,18,33
27,3,19,33
27,3,20,33
27,3,21,33
27,3,22,33
27,3,23,33
27,3,24,33
27,3,25,33
27,3,26,33
27,3,27,33
27,3,28,33
27,3,29,33
27,3,30,33
27,3,31,33
27,3,32,33
29,6,1,33
29,6,2,33
29,6,3,33
29,6,4,33
29,6,5,33
29,6,6,33
29,6,7,33
29,6,8,33
29,6,9,33
29,6,10,33
29,6,11,33
29,6,12,33
29,6,13,33
29,6,14,33
29,6,15,33
29,6,16,33
29,6,17,33
29,6,18,33
29,6,19,33
29,6,20,33
29,6,21,33
29,6,22,33
29,6,23,33
29,6,24,33
29,6,25,33
29,6,26,33
29,6,27,33
29,6,28,33
29,6,29,33
29,6,30,33
29,6,31,33
29,6,32,33
28,2,1,33
28,2,2,33
28,2,3,33
28,2,4,33
28,2,5,33
28,2,6,33
28,2,7,33
28,2,8,33
28,2,9,33
28,2,10,33
28,2,11,33
28,2,12,33
28,2,13,33
28,2,14,33
28,2,15,33
28,2,16,33
28,2,17,33
28,2,18,33
28,2,19,33
28,2,20,33
28,2,21,33
28,2,22,33
28,2,23,33
28,2,24,33
28,2,25,33
28,2,26,33
28,2,27,33
28,2,28,33
28,2,29,33
28,2,30,33
28,2,31,33
28,2,32,33
33,32,1,33
33,32,2,33
33,32,3,33
33,32,4,33
33,32,5,33
33,32,6,33
33,32,7,33
33,32,8,33
33,32,9,33
33,32,10,33
33,32,11,33
33,32,12,33
33,32,13,33
33,32,14,33
33,32,15,33
33,32,16,33
33,32,17,33
33,32,18,33
33,32,19,33
33,32,20,33
33,32,21,33
33,32,22,33
33,32,23,33
33,32,24,33
33,32,25,33
33,32,26,33
33,32,27,33
33,32,28,33
33,32,29,33
33,32,30,33
33,32,31,33
33,32,32,33
